scrape_datetime,jk,job_title,company,job_location,post_datetime,job_description
2017-12-14 09:04:37.052259,b584fb44c40218f8,Assistant Engineer - Geotechnical,WSP (Asia) Limited,Hong Kong,12 days ago,"As one of the worlds leading professional services firms, WSP provides technical expertise and strategic advice to clients in the Property Buildings, Transportation Infrastructure, Environment, Industry, Resources (including Mining and Oil Gas) and Power Energy sectors. We also offer highly specialized services in project delivery and strategic consulting. Our experts include engineers, advisors, technicians, scientists, architects, planners, surveyors and environmental specialists, as well as other design, program and construction management professionals. With approximately 36,000 talented people in 500 offices across 40 countries, we are uniquely positioned to deliver successful and sustainable projects, wherever our clients need us. www.wsp.com.

Hong Kong office is now looking for high calibre candidates to fill the following position:

We are looking for assistant engineers to carry out geotechnical engineering design work.

You shall deal with the soils, structural backgrounds and mechanics and all disciplines relating to civil engineering engineering designs and constructions.

Responsibilities

To gather project related data and do analysis from engineering viewpoint.

Prepare and market proposals using specialist computer software.

Make complex calculations in assessing structures and to create two or three dimensional model for analysis.

Work with team of geotechnical engineers to complete the project in time.

Personal Skills and Competences

The team is a very diverse, performance driven and growing. The successful candidate should be at ease in a dynamic environment and possess the following competences:

Degree in Civil and Structure Engineering, or equivalent discipline is an advantage.

Minimum 1 year relevant in geotechnical engineering design work experience.

Good Analytical skill and ability to work as a team with other members of the project.

Excellent knowledge in computer softwares pertaining to geotechnical designing.

Excellent written and verbal communication.

We offer attractive salary, fringe benefits and long term prospect to the right candidate.

If you meet the above job requirements, you are invited to present your application via our job application system. Please here to apply and then upload your resume stating your current expected monthly basic salary and notice period.

All applications will be treated in strict confidence and will only be used for recruitment related purposes. Applicants not hearing from us within six weeks may consider their application filed for future reference. Full-time,Permanent"
2017-12-14 09:04:37.205134,c538210ebddacae4,"Consultant, Regional Team, Health, Hong Kong",Marsh,Hong Kong,30 days ago,"The Asia Health Regional Consultant will be responsible for generating and delivering health consulting solutions which will include:

Integral part in the delivery of a wide variety of regional & local benefits consulting projects including benefit audit and assessment, scheme funding review, health analytics and health & wellbeing strategies.
Identification and driving of innovative first to market initiatives – including integrated health & wellness solutions and participation in development of intellectual capital
Account management responsibilities for key regional & global benefit client accounts, and provide support on larger strategic accounts
Support delivery of local health consulting solutions for key markets & clients (identify opportunities & delivery of solutions).

The consultant will need to develop a strong network of relationships, working in collaboration with a variety of stakeholders including, local country brokers, cross line of business functions, global multinational consulting group teams and portfolio management teams.


The position will have opportunity to work with and travel to multiple locations in Asia – gaining multi market knowledge.


JOB RESPONSIBILITIES

Global and Regional account management responsibility for multinational clients and support on Strategic Key Multinational accounts:
Project manage their regional benefit arrangements across Asia or globally; including supporting renewal process with local countries & coordinating collation of information. Maintaining active contact with all stakeholders.
Understand & identify issues faced by client and support resolution.
Establish strong client relationships, demonstrating an ability to deliver and present in a clear, logical framework.
Understand solutions offered by Mercer to be able to have high level discussion with clients.
Support Delivery of Consulting Projects
Ability to understand the deliverables and take the necessary steps to complete first draft.
Proactively manage the timeline to ensure all stakeholders provide the information in a timely fashion.
Produce benchmarking reports for clients against internally sourced peer data.
Projects to be delivered in a concise, clear and client tailored way; to be able to “story tell” effectively
Ability to absorb market knowledge effectively and deliver projects in multiple markets across Asia.
Contributing to sales initiatives and consulting projects such as benefit plan redesign, benchmarking studies (both qualitative and quantitative), alternative funding arrangements (pooling, captive arrangements), health & wellness strategies, analytics style projects
Support delivery of local health consulting solutions for key markets & clients
Actively support the development of a strong consulting brand locally (in a selected country).
Act as the Consulting support for this country – Partner with Senior Regional Consultant to assist with local health issues, benefit needs, opportunities, challenges, upcoming health care and legislative agenda, training requirements for local team and building up a market presence/brand. Bring consulting discipline to large broking accounts, consulting opportunities identified, sold and delivered locally.
Activities in the above encompasses the development of the benefit or total rewards strategy, vendor evaluations, selection and review, evolving the existing health programs, onsite clinic reviews, care management and wellbeing strategies.
Identification and support driving innovative first to market initiatives
Identify and have knowledge of trends in the market
Understand client challenges and develop ideas on how these can be addressed
Contribute to the development of these ideas and those generated by the consulting team
Opportunity to work on forward thinking projects in respect of data analytics alongside our data scientist
Qualifications

"
2017-12-14 09:04:37.330433,44b70293ed296d52,Software engineer - DevOps Engineer,WHub,Hong Kong,30+ days ago,"Full time

Hong Kong

Software engineer

starting date : 2017-11-06

Terminal 1 might be able to provide a visa.

Description

We are Terminal 1 , a recruitment firm that hires software builders to both recruit and build automated recruitment tools. Our recruiters are highly skilled software engineers, product designers, data scientists, accountants, and lawyers with strong technical skills and a network in their industry.

DevOps Engineer

Quality Engineer / DevOps / Internal Tools

Responsibilities

As a junior software engineer, you'll be asked to:
Implement development tools for testing automation
Write automated tests
Manage and maintain CI system
Support the team on technical issues daily
Prioritze and resolve internal issues
Maintain other internal systems

There is opportunity to work on different projects based on need and your abilities.

Requirements

To work here, you must:
Have experience with scripting languages like bash, shell or Python
Have experience in Node, HTML, CSS, React, and Express
Have experience with relational databases
Bonus points for experience in testing automation
Be fluent in English
Be able to work independently
Pay attention to details and be able to think outside the box

Salary

Equity part is negotiable.

Salary range / month : HK$ 40k-60k

WHubber factors

Startups have different perks to offer to talent. Here is their allocation of 100 points.

Flexible Role and Responsibility

Impact on Society

Compensation

Flexible hours

Flexible location

Flexible Role and Responsability20

Created on: 2017/11/03

about Terminal 1"
2017-12-14 09:04:37.453326,d8931ce8bcc14b44,Software engineer - Full Stack Software Engineer/ Curriculum...,WHub,Hong Kong,15 days ago,"Full time


Hong Kong


Software engineer


starting date : 2018-01-01


Accelerate can provide a visa.


Description


Accelerate is a high-growth socially aligned education startup that bridges the gap between education and employment across innovation verticals including software development, data science, machine learning, UX, DevOps and product management. We make it easy for companies to hire top talent they will not find through traditional hiring practices.


Requirements:


Minimum 4 years of professional experience of working in the Software Development (candidates with less experience will also be considered)


You love teaching and inspiring students to unleash their potential in software engineering and tech roles.


You have experience in setting up architecture in data extracting and analyzing.


You have strong knowledge in using the full stack of web application technologies. You are expected to have in-depth understanding in the following fields:


- Web Server/Framework (Async or Thread Based)

- SPA Framework

- HTML5/CSS3/Web APIs

- Linux System Administration and DevOps Tools

- RDBMS

- NoSQL Database

- Knowledge of hybrid or mobile application development is a plus.


Responsibilities:


Design Curriculum for the Full Time Immersive Bootcamp


Implement and maintain internal/Open source project


Automate tasks to facilitate the autonomous learning environment.


Accelerate is looking for passionate individuals thrilled to unleash the next generation of data scientists, software engineers, and tech leaders. Our ""zero tuition until you're hired"" model is a great opportunity to transform lives of outstanding students from diverse backgrounds. Email us at admin@acceleratedhk.com if you are keen to make an impact in tech education.


You will be working with Gordon Lau , CTO .


Salary

Equity part is negotiable.


Salary range / month : Negotiable


WHubber factors
Startups have different perks to offer to talent. Here is their allocation of 100 points.


Flexible Role and Responsibility


Impact on Society


Flexible hours


Flexible location


Impact on Society60


Created on: 2017/11/28


about Accelerate"
2017-12-14 09:04:37.574709,29cfc093928c1cf3,Medical Scientist,Gilead Sciences,Hong Kong,30+ days ago,"For Current Gilead Employees and Contractors:
"
2017-12-14 09:04:37.693853,6aaddce1000e66b7,AI Quant Specialist – Electronic Trading (Hong Kong),Pathfinder,Hong Kong,30+ days ago,"Our client is a brokerage and investment firm focused on institutional brokerage, investment banking and asset management for corporate and institutional clients around the world.

They are looking for an outstanding Algorithmic Trading Specialist with proven AI experience to join their agile, highly professional team. This group delivers client-facing, high-availability trading algorithms and related technology.

This role is based in Hong Kong but applicants from other countries are encouraged to apply and relocation packages will be considered for the right candidates.

Responsibilities:
Using statistical/mathematical techniques and knowledge of global equity market structure (and microstructure) you will design new trading algorithms and systems, and improve existing ones

Perform quantitative research, analysis and development on our client’s electronic/algorithmic execution trading systems

Possess and continuously develop the necessary system and technical knowledge to drive analytics platform development to deliver trading excellence

Determine how the analytics platform will integrate with the delivery of developing AI algorithmic offerings

Support sales team in presenting company value proposition to clients describing/explaining analytics functional complexity

Provide AI subject matter expertise across the Algo product suite and be able to engage with clients to determine solutions ranging from custom configurations to unique Algo product developments

Requirements:
Experience with Artificial Intelligence or as a Data Scientist role is a must

BS/BA degree or higher in Mathematics, Engineering and/or Computer Science or equivalent experience

5+ years of design and development experience within an equity trading desk’s algorithmic development group

Proven track record in designing, developing and implementing sell-side trading algorithms such as VWAP, POV etc., as well as equity trading market tactics

An outstanding ability to interpret client trading strategies or needs and translate into technical specifications

A strong aptitude for analytical and quantitative thinking

Proven ability to communicate effectively at all organisational levels

Extensive knowledge of real-time algorithmic trading systems

Experience researching large data sets related to trading (tick/market data, orders and trades) is a plus

Knowledge of equity market microstructure and TCA techniques is a plus

To apply, please send your resume to careers@pathfindertalent.com and state the reference AVJX-203210 in the email subject."
2017-12-14 09:04:38.408120,f9ea9634766e9f46,Creative & Design - UI/UX Designer,WHub,Hong Kong,30+ days ago,"Full time

Hong Kong

Creative & Design

starting date : 2017-11-06

Terminal 1 might be able to provide a visa.

Description

We are Terminal 1 , a recruitment firm that hires software builders to both recruit and build automated recruitment tools. Our recruiters are highly skilled software engineers, product designers, data scientists, accountants, and lawyers with strong technical skills and a network in their industry.

We're looking for a UX Designer with experience designing customer facing products. Strong visual design skills or technical background is a big plus.

Responsibilities:
Work on the whole spectrum of product design tasks, including user research, user testing, wireframing, rapid prototyping, information architecture, and high fidelity mockups.
Improve our product iteratively by identifying and fixing issues from business, user, visual, branding, and marketing perspectives

Scope of responsibilities may include the following:
Branding or redesigning product / website
Building visual media assets
Writing copy
Refining user flows
Building tracked marketing funnels
User testing
Developing/vetting new features
Finding product fit

Requirements:
You should be familiar enough with modern prototyping and UX tools to be able to choose the right tool for the job. Some of these tools include paper prototypes, Sketch, Adobe Suite, Invision, and HTML/CSS/JS.
Strong analytical, problem solving, and execution skills. Please showcase situations where you studied a product, created an action plan to improve it, executed on it and had a positive result.
Having a strong programming background is a huge plus and is important to us.

Salary

Equity part is negotiable.

Salary range / month : HK$ 20k-40k

WHubber factors

Startups have different perks to offer to talent. Here is their allocation of 100 points.

Flexible Role and Responsibility

Impact on Society

Compensation

Flexible hours

Flexible location

Flexible Role and Responsability20

Created on: 2017/11/03

about Terminal 1"
2017-12-14 09:04:38.549702,b559476c9497a6ae,Software engineer - Software Engineer,WHub,Hong Kong,30+ days ago,"Full time


Hong Kong


Software engineer


starting date : 2017-12-01


AlikeAudience can not provide a visa.


Description


//Intro:


AlikeAudience is looking for a Full-time Software Engineer to work out of our HONG KONG office and be responsible for the development and delivery of the company’s core big data technology, the mobile audience intelligence platform.


You will pursue market adoption of data-driven marketing and programmatic advertising solutions in APAC. Day-to-day works include “learn-by-research” on the fast moving #MadTech landscape, support the team on technical aspect including billions of daily mobile user activities injection and audience segment creation with machine learning. This full-time position reports to the CTO on daily operations. Fresh graduates are welcome.


//What we are solving:


Programmatic advertising in APAC is growing significantly in 2016, when data-driven marketers deliver the right message to the right end user in a right time on a right device. Meantime, publishers and app developers, collectively media owners, have yet to fulfill marketers’ targeting demand and deliver engaging and sponsored contents to end users. With AlikeAudience’s Mobile Audience Intelligence Platform, we onboard billions of daily mobile activities across data providers and data sources, build user segments by interests and behaviors, and make them available to marketers across marketing clouds and programmatic platforms (E.g. DSP). Our vision is to connect marketers to valuable mobile audiences with diversity, transparency, and effectiveness.


//Why AlikeAudience:


Joining AlikeAudience provides candidates an opportunity to work with a team of startup entrepreneurs, digital visionaries, data scientists and engineers form UC Berkeley, Princeton University, Columbia University, HKUST, and HK Polytechnic University. We are a fast growing company with seed investment by angels and pioneers in AdTech, and Plug and Play Ventures, a leading accelerator in Silicon Valley. We operate in a lean startup fashion providing flexible working hours, home office policy, and year-round free access to gym, pool, and yoga classes.


Alibaba Entrepreneurs Fund has selected AlikeAudience the Top 3 Big Data | AI Startup in Jumpstarter Competition.


//Responsibilities:


•  Build proprietary tools to facilitate terabytes data collection, processing, and visualization in both real time and batch basis

•  Participant in design and code reviews with senior engineers to define and develop new capabilities

•  Work in a fast-paced, energetic, and flexible startup environment, with a talented, diverse, and forward-thinking team

•  Demonstrated self-motivation to work independently, as well as a part of a high-performing team


//Qualifications:


•  Bachelor Degree in Computer Science, Engineering or related discipline

• Proven skills in one or more of the following: Java, PHP, Python, web development with JavaScript and Node.js, mobile application development in Android or iOS

• Previous experience in web development is preferred.

• Knowledge of Big data and NoSQL technologies such as Hadoop YARN, Spark, Hive, Cassandra, HBase, Storm, CASK, Kafka, Flume is a plus

•  Traditional databases and data related tools such as MySQL.


Salary

Equity part is negotiable.


Salary range / month : HK$ 20k-40k


WHubber factors
Startups have different perks to offer to talent. Here is their allocation of 100 points.


Flexible Role and Responsibility


Impact on Society


Compensation


Flexible hours


Flexible location


Flexible Role and Responsability30


Created on: 2017/11/12


about AlikeAudience"
2017-12-14 09:04:38.671490,656b2bc59aaa743b,"Consultant, Regional Team, Health, Hong Kong",Mercer,Hong Kong,30 days ago,"Consultant, Regional Team, Health, Hong Kong
-
HON000O6

Description

"
2017-12-14 09:04:38.895353,72e8d76839ea6587,Software engineer - Senior Java Developers,WHub,Hong Kong,7 days ago,"Full time


Hong Kong


Software engineer


starting date : 2017-12-06


Seekers Capital Group might be able to provide a visa.


Description


In this role as a Senior Java developer, you will join a dynamic team to build a quantitative research platform and its supporting infrastructure including trading components. Multiple new roles are open from Junior to Senior levels.


Responsibilities:


In this role, you are responsible for the greenfield development of a quantitative research platform and trading components to support business growth and are expected to:

Participate in the entire software development lifecycle including design, implementation, testing, deployment, and support
Ensure consistent delivery of software releases and hand-over to end-users
Work along-side the existing ecosystem of latency-sensitive in-house and commercial trading technologies
Work in close collaboration with a dynamic team of top technologists, scientists, traders as well as external stakeholders
Basic Qualification:

Open to all levels of software development experience.
BSc / MSc / PhD in Computer Science or related degrees
Highly knowledgeable in one or more of the following languages: Java / Scala/ Golang (Go) / C++
Operational knowledge in one or more of the following: Python, Git, JavaScript, MySQL, Bash scripting, Linux
Clear understanding of algorithms and data structures
Experience in both infrastructure backend and frontend web development
Basic understanding of trading operations or technologies (desirable)
Mathematically-inclined mind with an analytical approach to problem solving
Ambitious, self-motivated, resourceful technology enthusiast
Desirable expertise, at least one:

Event-driven distributed systems
Microservices
Data analytics
Modern web-stacks
User interfaces
Test engineering
Full SDLC, Scrum, TDD, Extreme Programming
DevOps
Very competitive compensation package.


Medical insurance plan, discretionary bonuses, 5-days week, startup culture.


Interested candidates, please submit your resume. All information will be treated as strictly confidential.


Salary

Salary range / month : Negotiable


WHubber factors
Startups have different perks to offer to talent. Here is their allocation of 100 points.


Flexible Role and Responsibility


Impact on Society


Compensation


Flexible hours


Flexible Role and Responsability40


Created on: 2017/12/06


about Seekers Capital Group"
2017-12-14 09:04:39.030412,0e9c0c0ac2691149,"Medical Liaison, Taiwan",Ethos BC Global,Hong Kong,30+ days ago,"Salary:
to

Responsible for Oncology / Hematology products

Direct reporting to Medical Director, Taiwan

Based in Taipei, Taiwan

Our client is a US MNC Biopharmaceutical company that is engaged in the discovery, development and commercialization of innovative therapies designed to treat cancer.

The Medical Liaison (ML) is a member of a field-based team of scientists who function as an extension of the Taiwan Medical Affairs organization. MLs are responsible for developing and enhancing professional relationships with medical thought leaders involved in various phases of product development. MLs provide medical information through scientific exchange in a fair-balanced manner and provide clinical/scientific support and the Medical Affairs department at the direction of Medical Affairs management/ the Medical Director.

JOB RESPONSIBILITIES

Identify Key Opinion Leaders (KOLs), and establish and maintain scientific relationships with KOLs; connecting KOLs in academic and community centers.

Act as primary liaison to investigators interested in developing and performing investigator initiated research

Develop and execute territory plans in alignment with regional and national plans of action (POAs)

Provide clinical presentations and information in response to unsolicited questions (as appropriate) in academic, community, and healthcare provider setting in both group and one-on-one situations

Collaborate with the Clinical organization to enhance patient enrolment in Celgene-sponsored clinical trials by identifying appropriate clinical trial sites and interacting with investigators in ongoing studies

Provide scientific support at medical congresses

Provide timely feedback/information on emerging clinical/scientific teams and opportunities to internal stakeholders

REQUIREMENT

Minimum 7 years of experience in specialty therapeutics

Proven track record in strategic marketing function

Strong ability to gather and analyse critical market information through known systems as well as by seeking new avenues

Strategic planning and forecasting

Aptitude to understand highly technical information such as market research or epidemiological data with ability to articulate the information in a clear and succinct manner

Strong interpersonal skills and a willingness to work collaboratively with others as well as autonomously

Please send your updated CV in MS Word format to Anissa Low at anissa@ethosbc.com quoting reference number ANS/ALJJ-725681/IA for a confidential review. We regret that only shortlisted candidates will be notified.

EA Personnel No R1103376

BeatChapman Pte Ltd

License No 16S8112

Reference Number:
ANS/ALJJ-725681

Contact Details:
anissa@ethosbc.com

Profession:
Healthcare and Lifesciences > All of Healthcare and Lifesciences"
2017-12-14 09:04:39.158596,a4cdf9b761417191,Exchange Connectivity Developer - C++ 11/14 - Prop Trading -...,Xpand Group,Hong Kong,15 days ago,"My client, an exciting Prop trading firm, focused on developing and implementing automated quantitative software and strategies, is currently seeking a highly skilled C++ Developer to join their Hong Kong Team.

Responsibilities
Work alongside a team of talented Software Engineers, Quantitative Researchers and Data Scientists to develop cutting edge algorithms
Develop, test and deploy core strategy codes
Upgrade and develop existing connectivity solutions
Develop new exchange market data and order adaptors for HFT systems
Develop, test and deploy market connectivity codes

Requirements:
PhD in Computer Science/Mathematics with solid Machine Learning experience would be highly favoured
Extensive C++ skills (11/14 is a plus) and Java (Numerical computation libraries in C++/Java is a plus)
High degree of familiarity in developing exchange connectivity, low latency design and HFT systems experience
Solid experience in STL/Boost libraries and Linux systems tuning
Experience with financial protocols such as FIX/OMD/OCG
Solid understanding of concurrency & network programming
Network acceleration SolarFlare Openonload etc. Chelsio, WireDirect, Mellanox VMA will be a plus
Knowledge ofuUnit testing/automated systems testing, performance tuning and analysis
Experience in optimization for modern Intel architecture
Fluency in English Xpand your job search in the right direction by applying via the links provided. If you have any difficulties doing so, you may also call Philip on +852 3579 4656 or email to philip.quinn@xpand.com.hk #LI-PQ1"
2017-12-14 09:04:39.266899,e11b7002a9d62998,Senior Java Developer,Seekers Capital,Hong Kong Island,27 days ago,"In this role as a Senior Java developer, you will join a dynamic team to build a quantitative research platform and its supporting infrastructure including trading components. Multiple new roles are open from Junior to Senior levels.

Responsibilities:
In this role, you are responsible for the greenfield development of a quantitative research platform and trading components to support business growth and are expected to:
Participate in the entire software development lifecycle including design, implementation, testing, deployment, and support
Ensure consistent delivery of software releases and hand-over to end-users
Work along-side the existing ecosystem of latency-sensitive in-house and commercial trading technologies
Work in close collaboration with a dynamic team of top technologists, scientists, traders as well as external stakeholders

Basic Qualification:
Open to all levels of software development experience.
BSc / MSc / PhD in Computer Science or related degrees
Highly knowledgeable in one or more of the following languages: Java / Scala/ Golang (Go) / C++
Operational knowledge in one or more of the following: Python, Git, JavaScript, MySQL, Bash scripting, Linux
Clear understanding of algorithms and data structures
Experience in both infrastructure backend and frontend web development
Basic understanding of trading operations or technologies (desirable)
Mathematically-inclined mind with an analytical approach to problem solving
Ambitious, self-motivated, resourceful technology enthusiast

Desirable expertise, at least one:
Event-driven distributed systems
Microservices
Data analytics
Modern web-stacks
User interfaces
Test engineering
Full SDLC, Scrum, TDD, Extreme Programming
DevOps
Very competitive compensation package.
Medical insurance plan, discretionary bonuses, 5-days week, startup culture.
Interested candidates, please submit your resume. All information will be treated as strictly confidential."
2017-12-14 09:04:39.404202,6eb1ae09e4a5c88c,Full Stack Developers and Data Scientists for awesome artifi...,BAH Partners,Hong Kong,11 hours ago,"I am working on a mandate to source several Full Stack Developers and several Data Science / Analytics Developers for a brand new high-profile project at a major global investment bank.

Overview:
In short, they are building a brand new trade advisory platform for private banking clients. The core concept is based on a data lake, Machine Learning and Artificial Intelligence and a brand new Full Stack tech platform to support it and tie it all together.
The idea is that they want to use technology to simplify the way trade suggestions and advice is collated and presented to clients. This new system will create documents (emails, web sites, smartphone apps, etc) that will bundle together all of the necessary data, risk, research and information to present to clients. It will do this in record breaking time, removing the arduous and time costly process of gathering this information and analyzing it in person, meaning my client can be fastest to market. It will work within the client’s risk parameters and be able to access and include all relevant research and analysis at the click of a button.
A little further down the line, this system will begin to start making investment proposals by itself, by using Machine Learning and AI. Any trade or decision ever made by that client, or any similar client, before will have been stored in the data lake. The system will work with that data and real-time incoming data to predict and suggest the most suitable and interesting trade ideas to clients in real-time.

The roles:
Full Stack Developers
They are looking for passionate full stack software engineers to join a lean, agile, fast moving tech-loving team. As an experienced web dev you will be working closely with business users to build out a next generation trade advisory platform to be used by over 1k users across the investment and private bank. You will be a key contributor to architecting and delivering the product to our users.
Essential: Node.js, Javascript, reactjs (or another UI framework), HTML5, CSS, RESTFull APIs, experience of agile working (TDD, testing, CI, kanban)
Great to have: GraphQL, webpack, redux, es6, babel, selenium, MongoDB, knowledge of responsive design (for mobile, experience with working with UX designers
Data Scientists
Experienced data scientist to work on an exciting green field trade recommendation engine that will have profound impact on certain areas of the business. You will be working with data in a newly built data lake and your skills and experience in the areas below will make you a key contributor to architecting and building out the product.
Essential: Apache Spark, Hadoop, Cloudera, SparkSQL, Impala, Zeppelin, experience of Agile working (TDD, testing, kanban, scrum)
Great to have: Data visualization, node.js, Java, Scala, python, kotlin, ML, Tensorflow, RESTFull APIs, GraphQL
If you would like to apply for this opening or discuss any other positions within banking and finance technology in Asia, please send an email to Craig.Barnish@bahpartners.com / +852 2544 4479.

For more roles, please visit our website: http://bahpartners.com/live-roles/"
2017-12-14 09:04:40.041464,131f04cf49366729,Data Analyst (Telecom),GrammyTech,Hong Kong,,"Key Responsibilities

Conduct business discovery and analysis and advise customer the key findings in analytics

Support Data Scientist to act as bridge with business user to conduct data mining and analytics

Support sales motions, demonstrations, and scoping of Telco analytics offers.

Gather and document client requirements and develop the application or analytics solution design.

Assist customer to realize the analytic application business value.

Basic Qualifications

Bachelor degree or above in computer science or telecom

8+ years working experience including 4+ years as a Data Analyst or Business Consultant or System Analyst working on telecom industry applications

Working experience in customer segmentation, customer churn analysis, product analysis in Telco

Knowledge in business statistics will be an advantage

Good written and oral communication in English and cross-group collaboration skills in English

Interested parties, please send your full resume in word format together with current and expected salary to Kelly Li ( [email redacted, apply via Jobable] )

(All data collected would be used for recruitment purposes only)"
